,place,latitude,longitude
1304,"Brawley, CA, USA",32.968784,-115.53495
1305,"Meraux, LA, USA",29.930641,-89.915573
1306,"Cookeville, TN, USA",36.162838,-85.50164
1307,"Liverpool, NY, USA",43.105408,-76.216949
1308,"Calexico, CA, USA",32.679085,-115.498734
1309,"Palm Desert, CA, USA",33.722244,-116.374458
1310,"Bombay Beach, CA, USA",33.350616,-115.729622
1311,"Baker, CA, USA",35.265373,-116.074989
1312,"Woodland Hills, Los Angeles, CA, USA",34.165936,-118.61039
1313,"Winnetka, Los Angeles, CA, USA",34.205921,-118.575409
1314,"Harvey, ND, USA",47.768677,-99.936317
1315,"West Hills, Los Angeles, CA, USA",34.197311,-118.643982
1316,"Universal City, CA, USA",34.141354,-118.352898
1317,"Sherman Oaks, Los Angeles, CA, USA",34.149956,-118.448891
1318,"Garland City, AR, USA",33.363426,-93.710762
1319,"Van Buren, AR, USA",35.436657,-94.348076
1320,"Paris, AR, USA",35.293526,-93.729881
1321,"Dahlonega, GA, USA",34.530617,-83.983467
1322,"Mountainburg, AR, USA",35.635731,-94.167915
1323,"Morrilton, AR, USA",35.152599,-92.743797
1324,"Charleston, AR, USA",35.297035,-94.036316
1325,"Clarksville, TN, USA",36.531273,-87.353775
1326,"Booneville, AR, USA",35.140156,-93.921829
1327,"Atkins, AR, USA",35.246422,-92.936302
1328,"Altus, AR, USA",35.44659,-93.761124
1329,"Counsman, CA, USA",38.749439,-121.491386
1330,"Trumbull, CT, USA",41.246777,-73.202026
1331,"Winslow, AR, USA",35.800724,-94.134956
1332,"War Eagle, AR, USA",36.267422,-93.941338
1333,"Tontitown, AR, USA",36.178249,-94.234917
1334,"Siloam Springs, AR, USA",36.18684,-94.541489
1335,"Pea Ridge, AR, USA",36.453827,-94.115143
1336,"Mountain View, AR, USA",35.868408,-92.117653
1337,"Gladstone, MO, USA",39.203892,-94.55468
1338,"Oroville, CA, USA",39.511608,-121.556725
1339,"Mountain Home, AR, USA",36.334469,-92.385345
1340,"Mountain Home, ID, USA",43.133915,-115.691917
1341,"Jasper, AR, USA",36.008144,-93.187302
1342,"Greers Ferry, AR, USA",35.577007,-92.17704
1343,"Pineland, TX, USA",31.250748,-93.973404
1344,"Gentry, AR, USA",36.267567,-94.484863
1345,"Fairfield Bay, AR, USA",35.594242,-92.277931
1346,"Eureka Springs, AR, USA",36.402637,-93.736
1347,"Bull Shoals, AR, USA",36.383957,-92.581551
1348,"Quartzsite, AZ, USA",33.665901,-114.222771
1349,"Lake Havasu City, AZ, USA",34.483696,-114.325638
1350,"Ajo, AZ, USA",32.371723,-112.86071
1351,"Nogales, AZ, USA",31.341928,-110.934105
1352,"Picacho, AZ, USA",32.713566,-111.498421
1353,"Topock, AZ, USA",34.771637,-114.491486
1354,"Wikieup, AZ, USA",34.705128,-113.611809
1355,"Fort Smith, AR, USA",35.385803,-94.403229
1356,"Batesville, AR, USA",35.769653,-91.640976
1357,"West Memphis, AR, USA",35.146919,-90.184792
1358,"Helena, Helena-West Helena, AR, USA",34.529125,-90.590027
1359,"Mt Ida, AR, USA",34.557198,-93.63224
1360,"North Little Rock, AR, USA",34.769321,-92.267174
1361,"Lonoke, AR, USA",34.783909,-91.900055
1362,"Jacksonville, AR, USA",34.865906,-92.110626
1363,"Dateland, AZ, USA",32.797585,-113.540932
1364,"Benton, AR, USA",34.563419,-92.586868
1365,"Chloride, AZ, USA",35.414478,-114.197205
1366,"Tumwater, WA, USA",47.007229,-122.909523
1367,"Winslow, AZ, USA",35.026695,-110.703842
1368,"Toone, TN, USA",35.351902,-88.952065
1369,"Williams, AZ, USA",35.251003,-112.188614
1370,"Peach Springs, AZ, USA",35.529125,-113.425461
1371,"Page, AZ, USA",36.917839,-111.458664
1372,"Willow Grove, PA, USA",40.144772,-75.116409
1373,"Kayenta, AZ, USA",36.727776,-110.254578
1374,"Jerome, AZ, USA",34.748913,-112.11377
1375,"Colorado City, AZ, USA",36.994076,-112.97403
1376,"Camp Verde, AZ, USA",34.563637,-111.854317
1377,"Ash Fork, AZ, USA",35.223648,-112.48468
1378,"Buckeye, AZ, USA",33.370464,-112.583549
1379,"Goodyear, AZ, USA",33.435341,-112.358253
1380,"Litchfield Park, AZ, USA",33.493412,-112.36248
1381,"Cave Creek, AZ, USA",33.83334,-111.951355
1382,"Alexandria, AL, USA",33.774696,-85.885719
1383,"Guadalupe, AZ, USA",33.37088,-111.962921
1384,"Willcox, AZ, USA",32.252853,-109.832008
1385,"Tombstone, AZ, USA",31.713659,-110.066666
1386,"Sierra Vista, AZ, USA",31.547194,-110.278641
1387,"Morenci, AZ, USA",33.050537,-109.324875
1388,"Marion, VA, USA",36.83403,-81.517044
1389,"Holbrook, AZ, USA",34.901604,-110.158577
1390,"Bisbee, AZ, USA",31.448114,-109.928734
1391,"Gulf Shores, AL, USA",30.246037,-87.700821
1392,"Foley, AL, USA",30.406288,-87.683792
1393,"Wetumpka, AL, USA",32.544617,-86.211563
1394,"Millbrook, AL, USA",32.479942,-86.362122
1395,"Greenville, AL, USA",31.829594,-86.618065
1396,"Pelham, AL, USA",33.285637,-86.810265
1397,"Gadsden, AL, USA",34.014362,-86.00634
1398,"Clanton, AL, USA",32.838737,-86.629425
1399,"Childersburg, AL, USA",33.278118,-86.355881
1400,"Lotsee, OK, USA",36.13414,-96.209633
1401,"Tuscumbia, AL, USA",34.731201,-87.70253
1402,"Sheffield, AL, USA",34.763912,-87.698586
1403,"Fort Payne, AL, USA",34.444256,-85.719582
1404,"Crane Hill, AL, USA",34.093838,-87.062775
1405,"Boaz, AL, USA",34.203083,-86.152084
1406,"Athens, AL, USA",34.802868,-86.971672
1407,"Chapin, SC, USA",34.165977,-81.349823
1408,"Chalco, Omaha, NE, USA",41.184521,-96.156242
1409,"Chickasaw, AL, USA",30.763714,-88.074539
1410,"Ennis, MT, USA",45.349209,-111.732765
1411,"Ross, ND, USA",48.312702,-102.54409
1412,"New Town, ND, USA",47.980846,-102.490181
1413,"St Anthony, ND, USA",46.617489,-100.911865
1414,"Texas Charter Township, Kalamazoo, MI, USA",42.215202,-85.705109
1415,"Nowata, OK, USA",36.700645,-95.638031
1416,"Mandan, ND, USA",46.82666,-100.88958
1417,"Huff, ND, USA",46.62458,-100.652962
1418,"Almont, ND, USA",46.727772,-101.506477
1419,"Zap, ND, USA",47.286633,-101.922485
1420,"Stanton, ND, USA",47.321102,-101.381599
1421,"Talala, OK, USA",36.529545,-95.698486
1422,"Cloverdale, VA, USA",37.36153,-79.913673
1423,"Hazen, ND, USA",47.295605,-101.621559
1424,"Beulah, ND, USA",47.263084,-101.778
1425,"Regent, ND, USA",46.421204,-102.557014
1426,"Burt, ND, USA",46.36647,-102.152229
1427,"Killdeer, ND, USA",47.37196,-102.754074
1428,"Crosby, ND, USA",48.912045,-103.295456
1429,"Ambrose, ND, USA",48.954926,-103.482193
1430,"Bowbells, ND, USA",48.803043,-102.246117
1431,"Nanson, ND, USA",48.573868,-99.779678
1432,"Mylo, ND, USA",48.635338,-99.618759
1433,"Dunseith, ND, USA",48.813053,-100.061134
1434,"Belcourt, ND, USA",48.839428,-99.744865
1435,"Apalachicola, FL, USA",29.725767,-84.983246
1436,"Gardena, ND, USA",48.699749,-100.496124
1437,"Carbury, ND, USA",48.891632,-100.544563
1438,"Antler, ND, USA",48.971382,-101.282646
1439,"Grafton, ND, USA",48.412342,-97.411278
1440,"Voss, ND, USA",48.296261,-97.454636
1441,"Ardoch, ND, USA",48.207306,-97.342323
1442,"Adams, ND, USA",48.422047,-98.07679
1443,"Hillsboro, ND, USA",47.403378,-97.059685
1444,"Galesburg, ND, USA",47.269943,-97.406738
1445,"Hankinson, ND, USA",46.071297,-96.902077
1446,"Barney, ND, USA",46.267075,-97.000465
1447,"Wahpeton, ND, USA",46.265236,-96.605904
1448,"Abercrombie, ND, USA",46.447662,-96.730232
1449,"Pembina, ND, USA",48.967888,-97.247353
1450,"Drayton, ND, USA",48.571095,-97.177849
1451,"Cavalier, ND, USA",48.79388,-97.622307
1452,"Aneta, ND, USA",47.679455,-97.988228
1453,"Hamar, ND, USA",47.843609,-98.573441
1454,"Langdon, ND, USA",48.763149,-98.371307
1455,"Alsen, ND, USA",48.62915,-98.705055
1456,"Omega, GA, USA",31.341019,-83.593498
1457,"Thorofare, West Deptford, NJ, USA",39.842209,-75.196938
1458,"Bowdon, ND, USA",47.469723,-99.707901
1459,"Blue Bell, PA, USA",40.152332,-75.266289
1460,"Cando, ND, USA",48.489868,-99.203659
1461,"Holdrege, NE, USA",40.437992,-99.369843
1462,"Bisbee, ND, USA",48.625927,-99.377983
1463,"Pittstown, Franklin, NJ, USA",40.58276,-74.95871
1464,"Martin, ND, USA",47.827427,-100.11499
1465,"Garrison, ND, USA",47.651375,-101.415855
1466,"Max, ND, USA",47.821724,-101.296402
1467,"Washburn, ND, USA",47.288967,-101.028923
1468,"Towner, ND, USA",48.345627,-100.405174
1469,"Anamoose, ND, USA",47.881611,-100.241127
1470,"Brantford, ND, USA",47.597878,-98.923599
1471,"Lisbon, ND, USA",46.441505,-97.68148
1472,"Edgeley, ND, USA",46.359852,-98.714211
1473,"Steele, ND, USA",46.856529,-99.91571
1474,"Dawson, ND, USA",46.867565,-99.751389
1475,"Forest Hill, MD, USA",39.58503,-76.387672
1476,"Hilltop Lakes, TX, USA",31.079351,-96.20385
1477,"Cooperstown, ND, USA",47.444042,-98.123848
1478,"Grace City, ND, USA",47.551128,-98.804581
1479,"McHenry, ND, USA",47.576309,-98.590065
1480,"Carrington, ND, USA",47.449512,-99.126305
1481,"Winsted, Winchester, CT, USA",41.921207,-73.060104
1482,"Strasburg, ND, USA",46.133602,-100.161507
1483,"New Rockford, ND, USA",47.682411,-99.120728
1484,"Linton, ND, USA",46.266659,-100.232895
1485,"Bellefonte, PA, USA",40.913395,-77.778336
1486,"Hague, ND, USA",46.028599,-99.995667
1487,"Ellendale, ND, USA",46.002552,-98.527351
1488,"Amidon, ND, USA",46.482456,-103.322884
1489,"Arnegard, ND, USA",47.807922,-103.440689
1490,"Manzanita, OR, USA",45.718441,-123.935135
1491,"Alexander, ND, USA",47.843075,-103.6427
1492,"Beach, ND, USA",46.919273,-104.003609
1493,"Griffin, ND, USA",46.219601,-103.540527
1494,"Bowman, ND, USA",46.183201,-103.396507
1495,"Medora, ND, USA",46.913643,-103.525581
1496,"Rugby, ND, USA",48.368748,-99.996078
1497,"Douglas, ND, USA",47.858158,-101.503098
1498,"Burlington, ND, USA",48.275429,-101.428291
1499,"Berthold, ND, USA",48.313068,-101.737106
1500,"Montpelier, ND, USA",46.700432,-98.586555
1501,"Woodworth, ND, USA",47.142651,-99.303452
1502,"Jamestown, ND, USA",46.909538,-98.708534
1503,"Thompson, ND, USA",47.774559,-97.108864
1504,"Niagara, ND, USA",47.996082,-97.868919
1505,"Inkster, ND, USA",48.15136,-97.643944
1506,"Arvilla, ND, USA",47.920242,-97.497818
1507,"Edmore, ND, USA",48.413319,-98.454308
1508,"Churchs Ferry, ND, USA",48.270226,-99.197075
1509,"Dickinson, ND, USA",46.895851,-102.789665
1510,"Devils Lake, ND, USA",48.111767,-98.863274
1511,"Baldwin, ND, USA",47.02647,-100.749428
1512,"Alice, ND, USA",46.763081,-97.554489
1513,"Amenia, ND, USA",47.005116,-97.219292
1514,"Argusville, ND, USA",47.052143,-96.933678
1515,"Bridgeport, TX, USA",33.210117,-97.754753
1516,"Casselton, ND, USA",46.900497,-97.211372
1517,"Buffalo, ND, USA",46.919628,-97.551308
1518,"Euless, Irving, TX, USA",32.837074,-97.081955
1519,"Chaffee, ND, USA",46.774418,-97.352592
1520,"Leonard, ND, USA",46.651917,-97.245644
1521,"Oxbow, ND, USA",46.669964,-96.800362
1522,"Valley City, ND, USA",46.923313,-98.003159
1523,"Rogers, ND, USA",47.072765,-98.199539
1524,"Nome, ND, USA",46.677753,-97.810379
1525,"Dazey, ND, USA",47.190544,-98.201759
1526,"Kings Point, NY, USA",40.819824,-73.73513
1527,"Balfour, ND, USA",47.951672,-100.534584
1528,"Georgetown, CO, USA",39.706097,-105.697502
1529,"Hereford, TX, USA",34.815002,-102.398193
1530,"Fallon, NV, USA",39.474869,-118.777039
1531,"Lansing, IL, USA",41.564896,-87.539299
1532,"Becket, MA, USA",42.331989,-73.082939
1533,"Pulaski, NY, USA",43.567013,-76.127701
1534,"Englishtown, NJ, USA",40.297333,-74.358208
1535,"Nevada, OH, USA",40.819225,-83.13047
1536,"Upper Sandusky, OH, USA",40.827278,-83.281311
1537,"Lamar, MO, USA",37.495049,-94.276611
1538,"Lamar, CO, USA",38.088165,-102.619217
1539,"Hancock, MD, USA",39.698982,-78.179726
1540,"Salem, IL, USA",38.626991,-88.945618
1541,"Southwick, MA, USA",42.054779,-72.770142
1542,"Blanding, UT, USA",37.625465,-109.47802
1543,"Pepperell, MA, USA",42.665924,-71.588432
1544,"Sterling, IL, USA",41.789211,-89.69503
1545,"Onawa, IA, USA",42.026653,-96.097237
1546,"Ely, MN, USA",47.903236,-91.867088
1547,"Ticonderoga, NY, USA",43.851845,-73.415817
1548,"Riverview, FL, USA",27.866137,-82.326485
1549,"Shelby, OH, USA",40.881447,-82.661842
1550,"Tulare, CA, USA",36.207729,-119.347336
1551,"Smithfield, RI, USA",41.922108,-71.549637
1552,"Hell, MI, USA",42.434719,-83.985001
1553,"Nevada, MO, USA",37.839149,-94.355278
1554,"Johnson City, NY, USA",42.115929,-75.957199
1555,"Hermosa Beach, CA, USA",33.862141,-118.400009
1556,"Goliad, TX, USA",28.668325,-97.388329
1557,"Egg Harbor, WI, USA",45.048721,-87.300743
1558,"Niles, MI, USA",41.829769,-86.254173
1559,"Stevens Point, WI, USA",44.523483,-89.574814
1560,"Snellville, GA, USA",33.857327,-84.019913
1561,"Santa Margarita, CA, USA",35.395439,-120.602631
1562,"Tremont, IL, USA",40.527485,-89.491158
1563,"Russell Township, OH, USA",41.462605,-81.340012
1564,"Parsons, KS, USA",37.340649,-95.259193
1565,"Hesperia, MI, USA",43.568905,-86.039505
1566,"Williston, VT, USA",44.445442,-73.099197
1567,"James City, NC, USA",35.088772,-77.03495
1568,"Irmo, SC, USA",34.085983,-81.183151
1569,"Holland, PA, USA",40.201031,-74.972229
1570,"Stockton, NJ, USA",40.40794,-74.978287
1571,"Windham, NY, USA",42.307308,-74.25209
1572,"Mansfield, TX, USA",32.563507,-97.142014
1573,"Ashton, ID, USA",44.071583,-111.448288
1574,"Millville, CA, USA",40.576866,-122.118973
1575,"Steubenville, OH, USA",40.369255,-80.633034
1576,"Basin, WY, USA",44.378979,-108.03894
1577,"Freeze, ID, USA",46.961838,-116.942665
1578,"Bartlesville, OK, USA",36.752045,-95.963654
1579,"Hobart, WA, USA",47.421768,-121.972893
1580,"Summerville, SC, USA",33.018505,-80.175652
1581,"Colby, Kansas, USA",39.396946,-101.053886
1582,"Shelburne, VT, USA",44.389759,-73.231232
1583,"Maplewood, NJ, USA",40.72998,-74.271996
1584,"Donna, TX, USA",26.171606,-98.051712
1585,"Marlow, NH, USA",43.11591,-72.197029
1586,"Cold Spring, NY, USA",41.420094,-73.954582
1587,"Cornelius, NC, USA",35.487167,-80.858528
1588,"Naples, UT, USA",40.426907,-109.499306
1589,"Wakefield, South Kingstown, RI, USA",41.438171,-71.501556
1590,"North Myrtle Beach, SC, USA",33.818096,-78.679977
1591,"Whiting, IN, USA",41.683258,-87.501442
1592,"Williamson, GA, USA",33.182343,-84.361588
1593,"Hartford, IL, USA",38.833546,-90.095749
1594,"Piscataway Township, NJ, USA",40.560806,-74.465591
1595,"Penns Grove, NJ, USA",39.731625,-75.467003
1596,"Hutchinson, KS, USA",38.060844,-97.929771
1597,"Wareham, MA, USA",41.761452,-70.719734
1598,"East Islip, NY, USA",40.732071,-73.18618
1599,"Aquia Harbour, VA, USA",38.462624,-77.38887
1600,"West Richland, WA, USA",46.304302,-119.361412
1601,"Melbourne Beach, FL, USA",28.070061,-80.561104
1602,"Bentonville, AR, USA",36.372852,-94.208817
1603,"Marshalltown, IA, USA",42.043236,-92.908066
1604,"Stoneville, NC, USA",36.466526,-79.906982
1605,"Kingdom City, Columbia, MO, USA",38.950268,-91.938805
1606,"Kittery, ME, USA",43.088127,-70.736137
1607,"Sheffield Lake, OH, USA",41.487549,-82.101242
1608,"Hiram, ME, USA",43.834171,-70.831779
1609,"Clemmons, NC, USA",36.021526,-80.381996
1610,"Mineola, NY, USA",40.749229,-73.641113
1611,"Ridgeland, MS, USA",32.428642,-90.131836
1612,"Charles Town, WV, USA",39.28899,-77.859718
1613,"Westwood, MA, USA",42.213985,-71.224503
1614,"Lancaster, OH, USA",39.719769,-82.598259
1615,"Dryden, NY, USA",42.490906,-76.297157
1616,"East Lansing, MI, USA",42.737652,-84.483788
1617,"Powdersville, SC, USA",34.791306,-82.490334
1618,"Calabash, NC, USA",33.890892,-78.567528
1619,"Salida, CO, USA",38.534718,-105.998901
1620,"Alma, AR, USA",35.477863,-94.221878
1621,"Emmaus, PA, USA",40.539543,-75.496849
1622,"Bolton, Atlanta, GA, USA",33.815292,-84.455879
1623,"Linda, CA, USA",39.127712,-121.555367
1624,"Kannapolis, NC, USA",35.487362,-80.621735
1625,"Independence, IA, USA",42.468716,-91.889366
1626,"Three Forks, MT, USA",45.892429,-111.552193
1627,"Carson, ND, USA",46.417786,-101.564865
1628,"Waynesville, MO, USA",37.828651,-92.200722
1629,"West Lebanon, Lebanon, NH, USA",43.646214,-72.309898
1630,"Oxford Township, NJ, USA",40.813255,-74.999809
1631,"Oakland, ME, USA",44.540222,-69.721992
1632,"Losoya, San Antonio, TX, USA",29.234118,-98.45932
1633,"Clinton Township, MI, USA",42.586887,-82.919548
1634,"Fort Myers Beach, FL, USA",26.451555,-81.948273
1635,"Clifton Park, NY, USA",42.84552,-73.818871
1636,"Pawhuska, OK, USA",36.667843,-96.337234
1637,"Ada, OK, USA",34.774532,-96.678345
1638,"Gloucester, MA, USA",42.615929,-70.661987
1639,"Peru, ME, USA",44.506546,-70.406281
1640,"Peru, IL, USA",41.327534,-89.128975
1641,"Bay Minette, AL, USA",30.882963,-87.773048
1642,"Haddonfield, NJ, USA",39.891556,-75.037888
1643,"Cleveland, MN, USA",44.325455,-93.834663
1644,"Bensenville, IL, USA",41.95504,-87.939568
1645,"Bigelow, MN, USA",43.50338,-95.690506
1646,"Norton, MA, USA",41.96677,-71.186996
1647,"Chesterton, IN, USA",41.610596,-87.064201
1648,"Lorton, VA, USA",38.704281,-77.22776
1649,"Woodworth, LA, USA",31.146576,-92.49736
1650,"North Adams, MA, USA",42.700916,-73.108711
1651,"Langhorne, PA, USA",40.174553,-74.922668
1652,"Cushing, ME, USA",44.013779,-69.261452
1653,"Bucyrus, OH, USA",40.808392,-82.975464
1654,"Point Pleasant, NJ, USA",40.083721,-74.06691
1655,"Pretty Prairie, KS, USA",37.780014,-98.019775
1656,"Choctaw, OK, USA",35.497562,-97.268921
1657,"Westfield, IN, USA",40.042816,-86.127487
1658,"Milford, NJ, USA",40.568714,-75.09462
1659,"Chelsea, MI, USA",42.318092,-84.0205
1660,"Falmouth, MA, USA",41.553223,-70.608589
1661,"Glen Mills, PA, USA",39.901627,-75.510345
1662,"Van Horn, TX, USA",31.039856,-104.830772
1663,"Magnolia, AR, USA",33.267071,-93.239334
1664,"Vandergrift, PA, USA",40.602844,-79.564766
1665,"Northbridge, MA, USA",42.15163,-71.649445
1666,"Ellsworth, ME, USA",44.543411,-68.419464
1667,"Ortley Beach, Toms River, NJ, USA",39.955673,-74.074303
1668,"Arthur, ND, USA",47.104141,-97.21814
1669,"Troy, MT, USA",48.464111,-115.889893
1670,"Joseph, OR, USA",45.354744,-117.229317
1671,"Alamosa, CO, USA",37.469448,-105.870018
1672,"Northbrook, IL, USA",42.127525,-87.828957
1673,"Cocoa, FL, USA",28.386116,-80.741997
1674,"Eagle Harbor, MI, USA",47.458244,-88.162323
1675,"Alma, MI, USA",43.378922,-84.659729
1676,"Brownsville, KY, USA",37.192547,-86.267754
1677,"Green River, WY, USA",41.528576,-109.466248
1678,"Elmwood Park, NJ, USA",40.903988,-74.118477
1679,"Hawley, Pennsylvania, PA, USA",41.475922,-75.182121
1680,"Wapakoneta, OH, USA",40.566132,-84.170212
1681,"Mianus, Greenwich, CT, USA",41.041248,-73.596001
1682,"Carefree, AZ, USA",33.822262,-111.918205
1683,"Orange, CT, USA",41.278637,-73.026527
1684,"Moorhead, MN, USA",46.873764,-96.767807
1685,"Monterey Park, CA, USA",34.062511,-118.122849
1686,"Catlettsburg, KY, USA",38.404884,-82.600311
1687,"Wyckoff, NJ, USA",41.009533,-74.172913
1688,"Eagle Pass, TX, USA",28.709143,-100.499519
1689,"Pass Christian, MS, USA",30.315754,-89.247543
1690,"Cartwright, ND, USA",47.859741,-103.926315
1691,"Stark, NH, USA",44.601326,-71.424805
1692,"Oak Park Heights, MN, USA",45.03289,-92.793373
1693,"Leander, TX, USA",30.578806,-97.853065
1694,"Calipatria, CA, USA",33.125595,-115.514153
1695,"Fairview, UT, USA",39.62635,-111.439636
1696,"Santa Fe Springs, CA, USA",33.947235,-118.085342
1697,"Hibbing, MN, USA",47.426491,-92.939224
1698,"Clinton, OK, USA",35.513538,-98.967651
1699,"Granbury, TX, USA",32.442081,-97.794197
1700,"Lewisburg, WV, USA",37.801788,-80.445633
1701,"Curtis, MI, USA",46.205975,-85.74823
1702,"Litchfield, ME, USA",44.174072,-69.933563
1703,"Agua Fria, NM, USA",35.654408,-106.023041
1704,"Oak Harbor, WA, USA",48.288296,-122.648422
1705,"Skokie, IL, USA",42.033333,-87.747543
1706,"Edna, KS, USA",37.059795,-95.359413
1707,"Oakley, KS, USA",39.127098,-100.847969
1708,"Somerset, MA, USA",41.769543,-71.128616
1709,"Daphne, AL, USA",30.603832,-87.902466
1710,"Rutherford, NJ, USA",40.826488,-74.106812
1711,"Norway, ME, USA",44.214241,-70.543007
1712,"Birmingham, IA, USA",40.878853,-91.946686
1713,"San Lorenzo, CA, USA",37.681152,-122.12413
1714,"Lake Sherwood, Thousand Oaks, CA, USA",34.14027,-118.857826
1715,"St. Charles, IL, USA",41.914196,-88.308685
1716,"Owosso, MI, USA",42.997807,-84.176636
1717,"Somerdale, NJ, USA",39.84547,-75.020569
1718,"Factoria, Bellevue, WA, USA",47.576584,-122.164337
1719,"Elmhurst, IL, USA",41.899773,-87.93998
1720,"Aldine, TX, USA",29.932932,-95.379761
1721,"Bastrop, TX, USA",30.110495,-97.315269
1722,"El Dorado Hills, CA, USA",38.686295,-121.081268
1723,"Norton, OH, USA",41.029041,-81.638695
1724,"Catalina Foothills, AZ, USA",32.297852,-110.918701
1725,"Jacksonville, NC, USA",34.753956,-77.428955
1726,"Nocona, TX, USA",33.78677,-97.725861
1727,"South Glens Falls, NY, USA",43.300217,-73.635307
1728,"Portsmouth, NH, USA",43.071568,-70.762245
1729,"Bridgeport, CA, USA",38.258308,-119.226814
1730,"Lewisburg, PA, USA",40.965027,-76.883484
1731,"Gorman, NC, USA",36.035931,-78.823471
1732,"Havana, KS, USA",37.091736,-95.941925
1733,"College Park, MD, USA",38.989697,-76.937759
1734,"Wadesboro, NC, USA",34.968208,-80.076729
1735,"San Fernando, CA, USA",34.281944,-118.438972
1736,"Millen, GA, USA",32.80405,-81.94928
1737,"Doctor Phillips, FL, USA",28.450096,-81.491447
1738,"Jefferson, SC, USA",34.650345,-80.388824
1739,"Angel Fire, NM, USA",36.393089,-105.285011
1740,"Prattville, AL, USA",32.464359,-86.45916
1741,"Oakbrook Terrace, IL, USA",41.84251,-87.957298
1742,"Center, ND, USA",47.116386,-101.299591
1743,"Asheboro, NC, USA",35.707748,-79.813797
1744,"Cooke City-Silver Gate, MT, USA",45.016045,-109.91655
1745,"Lynwood, CA, USA",33.929325,-118.213867
1746,"Woodland, CA, USA",38.678516,-121.7733
1747,"Newbury Park, Thousand Oaks, CA, USA",34.181129,-118.911079
1748,"Weatherford, TX, USA",32.758972,-97.797386
1749,"Bedford, TX, USA",32.844326,-97.143196
1750,"Westminster, MD, USA",39.575378,-76.995811
1751,"Grantsville, UT, USA",40.599941,-112.464401
1752,"Briggsdale, CO, USA",40.634453,-104.327866
1753,"Eldorado, GA, USA",31.353798,-83.485443
1754,"Newnan, GA, USA",33.380985,-84.799362
1755,"Homer Glen, IL, USA",41.600033,-87.93811
1756,"Maple Valley, WA, USA",47.373348,-122.036926
1757,"Smiths Station, AL, USA",32.540138,-85.098549
1758,"Rolette, ND, USA",48.660927,-99.841751
1759,"Ithaca, NY, USA",42.443962,-76.501884
1760,"Corolla, NC, USA",36.380287,-75.83078
1761,"Lost Hills, CA, USA",35.616348,-119.694298
1762,"Coos Bay, OR, USA",43.366501,-124.217888
1763,"Huffman, TX, USA",30.026424,-95.088699
1764,"Winters, TX, USA",31.956533,-99.962311
1765,"Clancy, MT, USA",46.46521,-111.986382
1766,"New Tulsa, OK, USA",36.102051,-95.724754
1767,"Balta, ND, USA",48.166668,-100.037079
1768,"Holmes Beach, FL, USA",27.495316,-82.71093
1769,"Shawnee, OK, USA",35.327293,-96.925301
1770,"Brookline, MA, USA",42.332218,-71.121483
1771,"Belvedere, CA, USA",37.872704,-122.464417
1772,"Falmouth, ME, USA",43.743534,-70.260178
1773,"Arundel, ME, USA",43.424301,-70.51416
1774,"Muscatine, IA, USA",41.425655,-91.047668
1775,"Moroni, UT, USA",39.524963,-111.590469
1776,"Elkhart Lake, WI, USA",43.833328,-88.017876
1777,"Millhousen, IN, USA",39.210606,-85.432465
1778,"Brewster, WA, USA",48.095978,-119.780617
1779,"Hahira, GA, USA",30.991306,-83.372658
1780,"Stuarts Draft, VA, USA",38.030136,-79.033638
1781,"Whitefield, OK, USA",35.252598,-95.237465
1782,"Payson, AZ, USA",34.230869,-111.325134
1783,"Worland, WY, USA",44.016899,-107.955376
1784,"Coshocton, OH, USA",40.272015,-81.859573
1785,"Camden, NJ, USA",39.925945,-75.119621
1786,"Burley, WA, USA",47.417137,-122.631012
1787,"Sterling, VA, USA",39.006699,-77.429131
1788,"Kettering, OH, USA",39.689503,-84.168823
1789,"Grand Forks, ND, USA",47.925259,-97.032852
1790,"Mulberry, AR, USA",35.500732,-94.051903
1791,"White Bear Lake, MN, USA",45.085381,-93.008148
1792,"North Ridgeville, OH, USA",41.389492,-82.019035
1793,"Morrison, CO, USA",39.653599,-105.191101
1794,"Black Forest, CO, USA",39.013046,-104.700806
1795,"Winchester, TN, USA",35.185917,-86.112206
1796,"Poland, OH, USA",41.024227,-80.614792
1797,"Ferrelview, MO, USA",39.311111,-94.664955
1798,"Rangeley, ME, USA",44.965683,-70.642708
1799,"Doolittle, MO, USA",37.940006,-91.880966
1800,"Byron, MN, USA",44.030437,-92.645309
1801,"Xenia, OH, USA",39.68478,-83.929649
1802,"Trenton, MI, USA",42.14109,-83.177055
1803,"Kingsland, GA, USA",30.799955,-81.689827
1804,"Hartshorne, OK, USA",34.845097,-95.55748
1805,"Gasquet, CA, USA",41.845482,-123.969505
1806,"Audrey Park, LA, USA",32.554596,-93.829071
1807,"Whitefish Bay, WI, USA",43.113209,-87.899971
1808,"Windsor, Santa Rosa, CA, USA",38.547134,-122.816383
1809,"Midvale, UT, USA",40.611057,-111.899933
1810,"Anna, TX, USA",33.344181,-96.551666
1811,"Oregon, IL, USA",42.014751,-89.332329
1812,"Mapleton, Provo, UT, USA",40.136589,-111.57682
1813,"Tira, TX, USA",33.3265,-95.574677
1814,"Sawgrass, FL, USA",30.203632,-81.377426
1815,"Ault, CO, USA",40.582481,-104.731911
1816,"Ardmore, OK, USA",34.174259,-97.143623
1817,"Southern Pines, NC, USA",35.174046,-79.392258
